cpe,upgrade,interface,bgp_nbr_match,route_match,config_match
DUI000023,Failed to upgrade - versa-flexvnf-20191106-121549-80561de-16.1R2S9-wsm to versa-flexvnf-20161208-110445-87bfb51-15.2R3.3-wsm,OK,OK,NOT COMPARED,OK
DUI000202,Failed to upgrade - versa-flexvnf-20191106-121549-80561de-16.1R2S9-wsm to versa-flexvnf-20161208-110445-87bfb51-15.2R3.3-wsm,OK,OK,NOT COMPARED,OK
DUS000095,Failed to upgrade - versa-flexvnf-20191106-113931-80561de-16.1R2S9 to versa-flexvnf-20161208-110445-87bfb51-15.2R3.3-wsm,OK,OK,NOT COMPARED,OK
DUS000161,Failed to upgrade - versa-flexvnf-20191106-113931-80561de-16.1R2S9 to versa-flexvnf-20161208-110445-87bfb51-15.2R3.3-wsm,OK,OK,NOT COMPARED,OK
DUS000681,Failed to upgrade - versa-flexvnf-20190628-153930-80561de-16.1R2S9-wsm to versa-flexvnf-20161208-110445-87bfb51-15.2R3.3-wsm,OK,OK,NOT COMPARED,OK
DUS000803,Failed to upgrade - versa-flexvnf-20190628-153930-80561de-16.1R2S9-wsm to versa-flexvnf-20161208-110445-87bfb51-15.2R3.3-wsm,OK,OK,NOT COMPARED,OK
DUS005390,Failed to upgrade - versa-flexvnf-20191106-121549-80561de-16.1R2S9-wsm to versa-flexvnf-20161208-110445-87bfb51-15.2R3.3-wsm,OK,OK,NOT COMPARED,OK
EAN000064,Failed to upgrade - versa-flexvnf-20190628-153900-80561de-16.1R2S9 to versa-flexvnf-20161208-110445-87bfb51-15.2R3.3-wsm,OK,OK,NOT COMPARED,OK
EAN000090,Failed to upgrade - versa-flexvnf-20191106-113931-80561de-16.1R2S9 to versa-flexvnf-20161208-110445-87bfb51-15.2R3.3-wsm,OK,OK,NOT COMPARED,OK
EAN000150,Failed to upgrade - versa-flexvnf-20191106-113931-80561de-16.1R2S9 to versa-flexvnf-20161208-110445-87bfb51-15.2R3.3-wsm,OK,OK,NOT COMPARED,OK
EAN000181,Failed to upgrade - versa-flexvnf-20190628-153900-80561de-16.1R2S9 to versa-flexvnf-20161208-110445-87bfb51-15.2R3.3-wsm,OK,OK,NOT COMPARED,OK
EBU000063,CPE out-of sync.
EAN000185,Failed to upgrade - versa-flexvnf-20191106-113931-80561de-16.1R2S9 to versa-flexvnf-20161208-110445-87bfb51-15.2R3.3-wsm,OK,OK,NOT COMPARED,OK
EAN002729,Failed to upgrade - versa-flexvnf-20190628-153900-80561de-16.1R2S9 to versa-flexvnf-20161208-110445-87bfb51-15.2R3.3-wsm,OK,OK,NOT COMPARED,OK
EDM000014,Failed to upgrade - versa-flexvnf-20190628-153930-80561de-16.1R2S9-wsm to versa-flexvnf-20161208-110445-87bfb51-15.2R3.3-wsm,OK,OK,NOT COMPARED,OK
ENC000040,Failed to upgrade - versa-flexvnf-20190628-153930-80561de-16.1R2S9-wsm to versa-flexvnf-20161208-110445-87bfb51-15.2R3.3-wsm,OK,OK,NOT COMPARED,OK
ERF000007,Failed to upgrade - versa-flexvnf-20190628-153930-80561de-16.1R2S9-wsm to versa-flexvnf-20161208-110445-87bfb51-15.2R3.3-wsm,OK,OK,NOT COMPARED,OK
ERF000037,Failed to upgrade - versa-flexvnf-20191106-121549-80561de-16.1R2S9-wsm to versa-flexvnf-20161208-110445-87bfb51-15.2R3.3-wsm,OK,OK,NOT COMPARED,OK
ERF000038,Failed to upgrade - versa-flexvnf-20190628-153930-80561de-16.1R2S9-wsm to versa-flexvnf-20161208-110445-87bfb51-15.2R3.3-wsm,OK,OK,NOT COMPARED,OK
ERF000900,Failed to upgrade - versa-flexvnf-20190628-153930-80561de-16.1R2S9-wsm to versa-flexvnf-20161208-110445-87bfb51-15.2R3.3-wsm,OK,OK,NOT COMPARED,OK
ESS000260,Failed to upgrade - versa-flexvnf-20190628-153930-80561de-16.1R2S9-wsm to versa-flexvnf-20161208-110445-87bfb51-15.2R3.3-wsm,OK,OK,NOT COMPARED,OK
ESS00881,Failed to upgrade - versa-flexvnf-20191106-113931-80561de-16.1R2S9 to versa-flexvnf-20161208-110445-87bfb51-15.2R3.3-wsm,OK,OK,NOT COMPARED,OK
FIN000105,Failed to upgrade - versa-flexvnf-20191106-121549-80561de-16.1R2S9-wsm to versa-flexvnf-20161208-110445-87bfb51-15.2R3.3-wsm,OK,OK,NOT COMPARED,OK
FIN000902,Failed to upgrade - versa-flexvnf-20191106-121549-80561de-16.1R2S9-wsm to versa-flexvnf-20161208-110445-87bfb51-15.2R3.3-wsm,OK,OK,NOT COMPARED,OK
FIN000904,Failed to upgrade - versa-flexvnf-20191106-121549-80561de-16.1R2S9-wsm to versa-flexvnf-20161208-110445-87bfb51-15.2R3.3-wsm,OK,OK,NOT COMPARED,OK
FLR000040,Failed to upgrade - versa-flexvnf-20190628-153930-80561de-16.1R2S9-wsm to versa-flexvnf-20161208-110445-87bfb51-15.2R3.3-wsm,OK,OK,NOT COMPARED,OK
FLR000109,Failed to upgrade - versa-flexvnf-20190628-153930-80561de-16.1R2S9-wsm to versa-flexvnf-20161208-110445-87bfb51-15.2R3.3-wsm,OK,OK,NOT COMPARED,OK
FMO000020,Failed to upgrade - versa-flexvnf-20191106-121549-80561de-16.1R2S9-wsm to versa-flexvnf-20161208-110445-87bfb51-15.2R3.3-wsm,OK,OK,NOT COMPARED,OK
FMO000021,Failed to upgrade - versa-flexvnf-20191106-121549-80561de-16.1R2S9-wsm to versa-flexvnf-20161208-110445-87bfb51-15.2R3.3-wsm,OK,OK,NOT COMPARED,OK
FMO000045,Failed to upgrade - versa-flexvnf-20191106-121549-80561de-16.1R2S9-wsm to versa-flexvnf-20161208-110445-87bfb51-15.2R3.3-wsm,OK,OK,NOT COMPARED,OK
FMO000100,Failed to upgrade - versa-flexvnf-20191106-121549-80561de-16.1R2S9-wsm to versa-flexvnf-20161208-110445-87bfb51-15.2R3.3-wsm,OK,OK,NOT COMPARED,OK
FRA000042,Failed to upgrade - versa-flexvnf-20191106-121549-80561de-16.1R2S9-wsm to versa-flexvnf-20161208-110445-87bfb51-15.2R3.3-wsm,OK,OK,NOT COMPARED,OK
FRA000276,Failed to upgrade - versa-flexvnf-20190628-153900-80561de-16.1R2S9 to versa-flexvnf-20161208-110445-87bfb51-15.2R3.3-wsm,OK,OK,NOT COMPARED,OK
FRA000312,Failed to upgrade - versa-flexvnf-20191106-113931-80561de-16.1R2S9 to versa-flexvnf-20161208-110445-87bfb51-15.2R3.3-wsm,OK,OK,NOT COMPARED,OK
FRA000332,Failed to upgrade - versa-flexvnf-20191106-121549-80561de-16.1R2S9-wsm to versa-flexvnf-20161208-110445-87bfb51-15.2R3.3-wsm,OK,OK,NOT COMPARED,OK
